id,Title,Year,Age rate,Release date,Genre,Animation,Family,Romance,nan,Documentary,Action,Music,Horror,Comedy,Adventure,History,War,Short,Film-Noir,Adult,Crime,Drama,Thriller,Mystery,Sport,Musical,Sci-Fi,Biography,Fantasy,Western
3154,Blood on the Sun,1945,UNRATED,20 Jul 1945,"Drama, Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3155,Anna and the King,1999,PG-13,17 Dec 1999,"Drama, History, Romance",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3156,Bicentennial Man,1999,PG,17 Dec 1999,"Comedy, Drama, Sci-Fi",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3157,Stuart Little,1999,PG,17 Dec 1999,"Adventure, Comedy, Family",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3158,The Emperor and the Assassin,1999,R,14 Nov 1998,"Drama, History",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3159,Fantasia 2000,1999,G,16 Jun 2000,"Animation, Comedy, Family",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3160,Magnolia,1999,R,07 Jan 2000,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3161,Onegin,1999,R,19 Nov 1999,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3162,Simpatico,1999,R,04 Feb 2000,"Drama, Comedy, Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3163,Topsy-Turvy,1999,R,11 Feb 2000,"Biography, Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3164,The Alley Cats,1968,UNRATED,19 Jan 1968,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3165,Boiling Point,1993,R,16 Apr 1993,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3166,Brenda Starr,1989,PG,15 Apr 1992,"Adventure, Comedy, Romance",False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3167,Carnal Knowledge,1971,R,05 Nov 1971,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3168,Easy Rider,1969,R,26 Jun 1969,"Adventure, Drama",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3169,The Falcon and the Snowman,1984,R,08 Feb 1985,"Biography, Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
3170,Hi-Yo Silver,1940,UNRATED,10 Apr 1940,Western,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3171,Room at the Top,1959,UNRATED,22 Jan 1959,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3172,Ulysses,1954,UNRATED,01 Oct 1955,"Adventure, Fantasy, History",False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3173,Any Given Sunday,1999,R,22 Dec 1999,"Drama, Sport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3174,Man on the Moon,1999,R,22 Dec 1999,"Biography, Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3175,Galaxy Quest,1999,PG,25 Dec 1999,"Adventure, Comedy, Sci-Fi",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3176,The Talented Mr. Ripley,1999,R,25 Dec 1999,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3177,Next Friday,1999,R,12 Jan 2000,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3178,The Hurricane,1999,R,14 Jan 2000,"Biography, Drama, Sport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3179,Angela's Ashes,1999,R,21 Jan 2000,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3180,Play it to the Bone,1999,R,21 Jan 2000,"Comedy, Drama, Sport",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3181,Titus,1999,R,11 Feb 2000,"Drama, History, Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,PG-13,14 Jan 2000,"Documentary, Biography",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3183,The Third Miracle,1999,R,20 Apr 2000,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3184,Montana,1998,R,16 Jan 1998,"Action, Comedy, Crime",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3185,Snow Falling on Cedars,1999,PG-13,07 Jan 2000,"Drama, Mystery, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3186,"Girl, Interrupted",1999,R,14 Jan 2000,"Biography, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3187,Trans,1998,UNRATED,07 Jan 2000,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3188,The Life and Times of Hank Greenberg,1998,PG,21 Jul 2000,"Documentary, Biography, Sport",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3189,My Dog Skip,1999,PG,03 Mar 2000,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3190,Supernova,2000,PG-13,14 Jan 2000,"Horror, Sci-Fi, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3191,The Quarry,1998,UNRATED,14 Jan 2000,"Drama, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
3192,The Terrorist,1998,UNRATED,19 Oct 2000,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3193,Creature,1999,UNRATED,03 Jun 1999,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3194,The Way We Were,1973,PG,19 Oct 1973,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3195,Tess of the Storm Country,1922,UNRATED,12 Nov 1922,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3196,Stalag 17,1953,UNRATED,10 Aug 1953,"Comedy, Drama, War",False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3197,The Presidio,1988,R,10 Jun 1988,"Action, Crime, Mystery",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3198,Papillon,1973,R,19 Dec 1973,"Biography, Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
3199,Pal Joey,1957,UNRATED,25 Oct 1957,"Drama, Musical, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3200,The Last Detail,1973,R,15 Feb 1974,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3201,Five Easy Pieces,1970,R,19 Feb 1971,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3202,Even Dwarfs Started Small,1971,UNRATED,02 Feb 1971,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3203,Dead Calm,1989,R,07 Apr 1989,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3204,The Boys from Brazil,1978,R,06 Oct 1978,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3205,Black Sunday,1960,UNRATED,15 Feb 1961,Horror,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3206,Against All Odds,1984,R,02 Mar 1984,"Action, Adventure, Crime",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3207,The Snows of Kilimanjaro,1952,UNRATED,25 Dec 1952,"Adventure, Drama, Romance",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3208,Loaded Weapon 1,1993,PG-13,05 Feb 1993,"Action, Comedy, Crime",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3209,The Loves of Carmen,1948,UNRATED,23 Aug 1948,"Adventure, Drama, Music",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3210,Fast Times at Ridgemont High,1982,R,13 Aug 1982,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3211,A Cry in the Dark,1988,PG-13,11 Nov 1988,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3212,Born to Win,1971,R,13 Jul 1972,"Comedy, Crime, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3213,Batman: Mask of the Phantasm,1993,PG,25 Dec 1993,"Animation, Action, Adventure",True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3214,American Flyers,1985,PG-13,16 Aug 1985,"Drama, Sport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3215,Voyage of the Damned,1976,PG,22 Dec 1976,"Drama, War",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3216,Vampyros Lesbos,1970,UNRATED,15 Jul 1971,Horror,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3217,A Star Is Born,1937,UNRATED,27 Apr 1937,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3218,Poison,1991,R,16 Aug 1991,"Drama, Horror, Romance",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3219,Pacific Heights,1990,R,28 Sep 1990,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3220,Night Tide,1961,UNRATED,17 Sep 1965,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3221,The Draughtsman's Contract,1982,R,30 Jun 1983,"Comedy, Drama, History",False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3222,Carmen,1984,R,06 May 1983,"Drama, Music, Romance",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3223,A Zed & Two Noughts,1985,UNRATED,25 May 1990,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3224,Woman in the Dunes,1964,UNRATED,25 Oct 1964,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3225,Down to You,2000,PG-13,21 Jan 2000,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3226,Hellhounds on My Trail: The Afterlife of Robert Johnson,1999,UNRATED,21 Jan 2000,"Documentary, Biography, Music",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3227,"Not Love, Just Frenzy",1996,UNRATED,15 Nov 1996,"Comedy, Drama, Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3228,Wirey Spindell,1999,UNRATED,21 Jan 2000,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3229,Another Man's Poison,1952,UNRATED,06 Jan 1952,"Crime, Drama, Film-Noir",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
3230,The Odessa File,1974,PG,18 Oct 1974,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3231,The Saphead,1920,UNRATED,20 Sep 1920,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3232,Seven Chances,1925,UNRATED,15 Mar 1925,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3233,Smashing Time,1967,UNRATED,26 Feb 1968,"Comedy, Musical",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3234,Train Ride to Hollywood,1978,G,01 Oct 1975,"Comedy, Musical, Fantasy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3235,Where the Buffalo Roam,1980,R,25 Apr 1980,"Biography, Comedy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3236,Zachariah,1971,PG,25 Jun 1971,"Comedy, Drama, Musical",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3237,Kestrel's Eye,1998,UNRATED,25 Dec 1998,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3238,Eye of the Beholder,1999,R,28 Jan 2000,"Drama, Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
3239,Isn't She Great,2000,R,28 Jan 2000,"Biography, Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3240,The Big Tease,1999,R,28 Jan 2000,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3241,The Cup,1999,G,20 Apr 2000,"Comedy, Sport",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3242,Santitos,1997,R,28 Jan 2000,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3243,Encino Man,1992,PG,22 May 1992,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3244,The Goodbye Girl,1977,PG,30 Nov 1977,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3245,I Am Cuba,1964,UNRATED,01 Dec 1995,"Drama, Music, War",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3246,Malcolm X,1992,PG-13,18 Nov 1992,"Biography, Drama, History",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3247,Sister Act,1992,PG,29 May 1992,"Comedy, Crime, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3248,Sister Act 2: Back in the Habit,1993,PG,10 Dec 1993,"Comedy, Family, Music",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3249,The Hand That Rocks the Cradle,1992,R,10 Jan 1992,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3250,Alive,1993,R,15 Jan 1993,"Adventure, Biography, Drama",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3251,Agnes of God,1985,PG-13,27 Sep 1985,"Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3252,Scent of a Woman,1992,R,08 Jan 1993,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3253,Wayne's World,1992,PG-13,14 Feb 1992,"Comedy, Music",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3254,Wayne's World 2,1993,PG-13,10 Dec 1993,"Comedy, Music",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3255,A League of Their Own,1992,PG,01 Jul 1992,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3256,Patriot Games,1992,R,05 Jun 1992,"Action, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3257,The Bodyguard,1992,R,25 Nov 1992,"Action, Drama, Music",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3258,Death Becomes Her,1992,PG-13,31 Jul 1992,"Comedy, Fantasy, Horror",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3259,Far and Away,1992,PG-13,22 May 1992,"Adventure, Drama, Romance",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3260,Howards End,1992,PG,26 Feb 1993,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3261,Singles,1992,PG-13,18 Sep 1992,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3262,Twin Peaks: Fire Walk with Me,1992,R,28 Aug 1992,"Drama, Horror, Mystery",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3263,White Men Can't Jump,1992,R,27 Mar 1992,"Comedy, Drama, Sport",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3264,Buffy the Vampire Slayer,1992,PG-13,31 Jul 1992,"Action, Comedy, Fantasy",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3265,Hard Boiled,1992,R,16 Apr 1992,"Action, Crime, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
3266,Man Bites Dog,1992,NC-17,15 Jan 1993,"Comedy, Crime, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3267,El Mariachi,1992,R,26 Feb 1993,"Action, Crime, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
3268,Stop! Or My Mom Will Shoot,1992,PG-13,21 Feb 1992,"Action, Comedy, Family",False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3269,Forever Young,1992,PG,16 Dec 1992,"Drama, Romance, Sci-Fi",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3270,The Cutting Edge,1992,PG,27 Mar 1992,"Drama, Romance, Sport",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3271,Of Mice and Men,1992,PG-13,02 Oct 1992,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3272,Bad Lieutenant,1992,NC-17,17 Dec 1992,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3273,Scream 3,2000,R,04 Feb 2000,"Horror, Mystery",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3274,Single White Female,1992,R,14 Aug 1992,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3275,The Boondock Saints,1999,R,19 Nov 1999,"Action, Crime, Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
3276,Gun Shy,2000,R,09 Mar 2000,"Comedy, Crime, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3277,Beloved/Friend,1999,UNRATED,04 Feb 2000,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3278,Gendernauts: A Journey Through Shifting Identities,1999,UNRATED,10 Mar 1999,Documentary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3279,Knockout,1999,PG-13,04 Feb 2000,"Action, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3280,The Baby,1973,PG,01 Mar 1973,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3281,The Brandon Teena Story,1998,UNRATED,23 Sep 1998,"Documentary, Biography",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3282,Different for Girls,1996,R,12 Sep 1997,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3283,Minnie and Moskowitz,1971,PG,21 Jul 1972,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3284,They Might Be Giants,1971,G,09 Jun 1971,"Mystery, Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3285,The Beach,2000,R,11 Feb 2000,"Adventure, Drama, Romance",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3286,Snow Day,2000,PG,11 Feb 2000,"Adventure, Comedy, Family",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3287,The Tigger Movie,2000,G,11 Feb 2000,"Animation, Comedy, Drama",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3288,Cotton Mary,1999,R,17 Dec 1999,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3289,Not One Less,1999,G,30 Oct 1999,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3290,Soft Toilet Seats,1999,R,23 Dec 1999,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3291,Trois,2000,R,10 Mar 2000,"Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3292,The Big Combo,1955,UNRATED,13 Feb 1955,"Crime, Drama, Film-Noir",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
3293,Conceiving Ada,1997,UNRATED,19 Feb 1999,"Drama, Fantasy, Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3294,Eaten Alive,1976,R,13 May 1977,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3295,Raining Stones,1993,UNRATED,08 Oct 1993,"Drama, Comedy",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3296,"To Sir, with Love",1967,UNRATED,14 Jun 1967,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3297,With Byrd at the South Pole,1930,UNRATED,28 Jun 1930,"Documentary, Adventure",False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3298,Boiler Room,2000,R,18 Feb 2000,"Crime, Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
3299,Hanging Up,2000,PG-13,18 Feb 2000,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3300,Pitch Black,2000,R,18 Feb 2000,"Horror, Sci-Fi",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3301,The Whole Nine Yards,2000,R,18 Feb 2000,"Comedy, Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3302,Beautiful People,1999,R,17 Sep 1999,"Comedy, Drama, War",False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3303,Black Tar Heroin: The Dark End of the Street,1999,UNRATED,17 Mar 2000,"Documentary, Biography",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3304,Blue Collar,1978,R,10 Feb 1978,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3305,Bluebeard,1944,UNRATED,11 Nov 1944,"Crime, Film-Noir, Horror",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
3306,The Circus,1928,UNRATED,,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3307,City Lights,1931,G,07 Mar 1931,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3308,The Flamingo Kid,1984,PG-13,21 Dec 1984,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3309,A Dog's Life,1920,UNRATED,14 Apr 1918,"Short, Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3310,The Kid,1921,UNRATED,06 Feb 1921,"Comedy, Drama, Family",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
